1,2016-01-29,09:20:43,2016-01-29,09:30:11,1,0.8,-73.97794342,40.75556946,1,N,-73.97097015,40.7482872,1,7,0,0.5,1,0,0.3,8.8
1,2016-01-29,09:20:43,2016-01-29,09:36:24,1,2.9,-73.95412445,40.76621628,1,N,-73.93789673,40.80116653,1,13,0,0.5,1.5,0,0.3,15.3
2,2016-01-29,09:20:43,2016-01-29,09:29:53,5,1.08,-73.97741699,40.7532692,1,N,-73.99137115,40.74897003,1,7.5,0,0.5,1,0,0.3,9.3
2,2016-01-29,09:20:43,2016-01-29,09:25:59,1,0.88,-73.97953033,40.7817421,1,N,-73.97518158,40.79198456,1,5.5,0,0.5,1.58,0,0.3,7.88
2,2016-01-29,09:20:43,2016-01-29,09:33:12,1,1.36,-74.00160217,40.7094574,1,N,-74.00160217,40.7094574,1,9.5,0,0.5,1,0,0.3,11.3
1,2016-01-29,09:20:44,2016-01-29,09:34:29,1,0.9,-73.99024963,40.75628662,1,N,-73.97595978,40.75491714,1,9.5,0,0.5,2.58,0,0.3,12.88
1,2016-01-29,09:20:44,2016-01-29,09:44:25,1,2.9,-73.97433472,40.79327393,1,N,-73.9619751,40.764534,2,16,0,0.5,0,0,0.3,16.8
2,2016-01-29,09:20:44,2016-01-29,09:28:19,6,2.15,-73.98448181,40.69844055,1,N,-74.0032196,40.71567917,1,9,0,0.5,2,0,0.3,11.8
2,2016-01-29,09:20:44,2016-01-29,09:27:08,6,0.85,-73.97968292,40.77212906,1,N,-73.9659729,40.77088928,2,6,0,0.5,0,0,0.3,6.8
2,2016-01-29,09:20:44,2016-01-29,09:39:26,2,1.44,-73.99714661,40.76278305,1,N,-73.9777298,40.76187134,1,12,0,0.5,2.56,0,0.3,15.36
2,2016-01-29,09:20:44,2016-01-29,09:39:06,6,1.25,-74.00666809,40.71133041,1,N,-73.99830627,40.72269058,1,12,0,0.5,1,0,0.3,13.8
2,2016-01-29,09:20:44,2016-01-29,09:55:40,6,3.02,-74.00476074,40.74177933,1,N,-73.97412872,40.75889969,1,21,0,0.5,6.54,0,0.3,28.34
2,2016-01-29,09:20:44,2016-01-29,09:35:47,1,1.9,-73.97096252,40.76696396,1,N,-73.98980713,40.75178146,1,11,0,0.5,1,0,0.3,12.8
2,2016-01-29,09:20:44,2016-01-29,09:35:30,1,1.33,-73.96063232,40.7623558,1,N,-73.97360992,40.75178909,2,10,0,0.5,0,0,0.3,10.8
1,2016-01-29,09:20:45,2016-01-29,09:40:35,1,1.8,-73.9828949,40.76916122,1,N,-73.9912262,40.74940491,2,13,0,0.5,0,0,0.3,13.8
1,2016-01-29,09:20:45,2016-01-29,09:47:05,1,5.9,-73.97514343,40.79240417,1,N,-74.00939178,40.71999741,1,22,0,0.5,2,0,0.3,24.8
1,2016-01-29,09:20:45,2016-01-29,09:26:01,1,0.7,0,0,1,N,0,0,1,5,0,0.5,1.25,0,0.3,7.05
1,2016-01-29,09:20:45,2016-01-29,09:48:23,1,9.2,-73.86351776,40.76987076,1,N,-73.97142792,40.75417709,1,30.5,0,0.5,9.2,5.54,0.3,46.04
2,2016-01-29,09:20:45,2016-01-29,09:36:51,1,0.84,-73.97157288,40.74684143,1,N,-73.97592163,40.7558403,1,10.5,0,0.5,2.26,0,0.3,13.56
2,2016-01-29,09:20:45,2016-01-29,09:45:33,6,2.93,-73.997612,40.72090149,1,N,-73.98271179,40.75650024,1,17,0,0.5,3.56,0,0.3,21.36
2,2016-01-29,09:20:45,2016-01-29,09:28:34,5,2.09,-73.97573853,40.73324966,1,N,-73.98684692,40.71583176,1,9,0,0.5,2.45,0,0.3,12.25
